Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
30,"MN Arenales, AC Cherri, DN Nascimento…","A new mathematical model for the cutting stock/leftover problem",2015,"Pesquisa …","SciELO Brasil","https://www.scielo.br/j/pope/a/gXsj9x576ZkLtXb3hGshGkH/abstract/?lang=en","https://scholar.google.com/scholar?cites=16330823405204127051&as_sdt=2005&sciodt=2007&hl=en",31,"2023-05-11 11:55:16","","","","",,,,,30,3.75,8,4,8,"… stock/leftover problem (CSLP), which differs from the ordinary cutting stock problem (CSP) by retaining stock … , minimizing the total waste or minimizing the cost of the objects cut. …","https://www.scielo.br/j/pope/a/gXsj9x576ZkLtXb3hGshGkH/?format=pdf&lang=en","https://scholar.google.com/scholar?q=related:S73T1Fy9ouIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"M Kaltenbrunner, MA Huka, M Gronalt","Heuristic based approach for short term production planning in highly automated customer oriented pallet production",2022,"Journal of Intelligent …","Springer","https://link.springer.com/article/10.1007/s10845-021-01901-0","https://scholar.google.com/scholar?cites=13224366317519625139&as_sdt=2005&sciodt=2007&hl=en",32,"2023-05-11 11:55:16","HTML","10.1007/s10845-021-01901-0","","",,,,,2,2.00,1,3,1,"… The proposed solution heuristic aims at minimizing the cutting waste. Additionally, feasibility … minimization of open stacks and setups or a maximum number of open stacks in the CSP. …","https://link.springer.com/article/10.1007/s10845-021-01901-0","https://scholar.google.com/scholar?q=related:s9tlnxljhrcJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
11,"D Tanir, O Ugurlu, A Guler, U Nuriyev","One-dimensional cutting stock problem with divisible items: A case study in steel industry",2019,"TWMS Journal of Applied …","dergipark.org.tr","https://dergipark.org.tr/en/pub/twmsjaem/issue/55623/760982","https://scholar.google.com/scholar?cites=13178626648189715137&as_sdt=2005&sciodt=2007&hl=en",33,"2023-05-11 11:55:16","","","","",,,,,11,2.75,3,4,4,"… This paper considers the one-dimensional cutting stock problem (1D-CSP) with divisible items, … The objective function can minimize waste, maximize profit, minimize cost, minimize the …","https://dergipark.org.tr/en/download/article-file/1178940","https://scholar.google.com/scholar?q=related:wULY-Bzj47YJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
7,"G Evtimov, S Fidanova","Heuristic algorithm for 2D cutting stock problem",2018,"… Conference, LSSC 2017, Sozopol, Bulgaria, June …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-73441-5_37","https://scholar.google.com/scholar?cites=7055117498063675975&as_sdt=2005&sciodt=2007&hl=en",34,"2023-05-11 11:55:16","","10.1007/978-3-319-73441-5_37","","",,,,,7,1.40,4,2,5,"… Cutting with less possible waste is significant in some industries. The aim of this work is to cut 2D items from rectangular stock, minimizing the waste. … algorithm for solving CSP. In Sect. 4 …","","https://scholar.google.com/scholar?q=related:R2K6IPzP6GEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"C Le Hesran","Integrating waste minimization concerns in operations scheduling",2019,"","theses.hal.science","https://theses.hal.science/tel-02902118/","",35,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,1,4,"… CSP problem with scheduling and waste minimization concerns is reviewed and classified. … cutting with an aggregated objective function combining the cost of waste during the cutting …","https://theses.hal.science/tel-02902118/document","https://scholar.google.com/scholar?q=related:xZrl_dWnppMJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
26,"SC Poltroniere, SA Araujo, KC Poldi","Optimization of an integrated lot sizing and cutting stock problem in the paper industry",2016,"TEMA (São Carlos)","SciELO Brasil","https://www.scielo.br/j/tema/a/cZQJRgPjyjjNRBQbnPbvCJQ/abstract/?lang=en","https://scholar.google.com/scholar?cites=7841745916524278479&as_sdt=2005&sciodt=2007&hl=en",36,"2023-05-11 11:55:16","","","","",,,,,26,3.71,9,3,7,"… The solution obtained from the LSP provides the jumbos inventory for the multiperiod CSP. Then, the multiperiod CSP is solved by minimizing the waste and item inventory costs, …","https://www.scielo.br/j/tema/a/cZQJRgPjyjjNRBQbnPbvCJQ/?format=pdf&lang=en","https://scholar.google.com/scholar?q=related:z7JMHV1602wJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
6,"M Kaltenbrunner, MA Huka, M Gronalt","Automating production planning and control in pallet manufacturing–A case study",2020,"Procedia Manufacturing","Elsevier","https://www.sciencedirect.com/science/article/pii/S2351978920305795","https://scholar.google.com/scholar?cites=1456044718316227508&as_sdt=2005&sciodt=2007&hl=en",37,"2023-05-11 11:55:16","","","","",,,,,6,2.00,2,3,3,"… aims at minimizing the waste of material. Various different approaches to generate the possible cutting patterns … of open stacks and setups or maximal number of open stacks to the CSP. …","https://www.sciencedirect.com/science/article/pii/S2351978920305795/pdf?md5=bd12d7c9c6b8b36f68b0aeca6741bce2&pid=1-s2.0-S2351978920305795-main.pdf","https://scholar.google.com/scholar?q=related:tItS9PToNBQJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"Y Li, J Wang, L Cao, D Wei, Y Wang","Three-Step Mathematical Model for Optimizing Rebar Cutting-Stock with Practical Application",2022,"Journal of Construction …","ascelibrary.org","https://ascelibrary.org/doi/abs/10.1061/%28ASCE%29CO.1943-7862.0002283","",38,"2023-05-11 11:55:16","","10.1061/%28ASCE%29CO.1943-7862.0002283","","",,,,,0,0.00,0,5,1,"… waste and welding spot count was taken as the objective to use the longer whole rebars first to minimize cutting … in 1D-CSP include the material cost (or material waste) as well as labor …","","https://scholar.google.com/scholar?q=related:kXP6OXF1hwoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"N Zhang, J Wang, M Al-Hussein…","BIM-based automated design of drainage systems for panelized residential buildings",2022,"International Journal of …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/15623599.2022.2085853","",39,"2023-05-11 11:55:16","","10.1080/15623599.2022.2085853","","",,,,,0,0.00,0,4,1,"… the CSP, for … -CSP, in this research, is the optimization problem that cuts standard-length pipe stock into pieces to satisfy the required length in a project to minimize the total cutting waste…","https://www.tandfonline.com/doi/pdf/10.1080/15623599.2022.2085853","https://scholar.google.com/scholar?q=related:iSmM1Gw2EREJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
9,"A Baykasoğlu, BK Özbel","Modeling and solving a real-world cutting stock problem in the marble industry via mathematical programming and stochastic diffusion search approaches",2021,"Computers &Operations Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S0305054820302902","https://scholar.google.com/scholar?cites=16978030491179275126&as_sdt=2005&sciodt=2007&hl=en",40,"2023-05-11 11:55:16","","","","",,,,,9,4.50,5,2,2,"… Minimizing the amount of waste can be controlled indirectly by establishing an appropriate cutting … this research is more complicated than the classical CSP. Therefore, it is also NP hard …","","https://scholar.google.com/scholar?q=related:dtN9PMcUnusJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
25,"O Oliveira, D Gamboa, P Fernandes","An information system for the furniture industry to optimize the cutting process and the waste generated",2016,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050916323845","https://scholar.google.com/scholar?cites=13743413371756779047&as_sdt=2005&sciodt=2007&hl=en",41,"2023-05-11 11:55:16","","","","",,,,,25,3.57,8,3,7,"… about the cutting plans to be executed in order to minimize the costs that result from the waste created. This problem is best known in the literature as the Cutting Stock Problem (CSP). …","https://www.sciencedirect.com/science/article/pii/S1877050916323845/pdf?md5=371d89679aea2c7d833dd3f87e85aafc&pid=1-s2.0-S1877050916323845-main.pdf","https://scholar.google.com/scholar?q=related:J5bqWKVpur4J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"K Ramesh, N Baskar","An Application Traditional and Nontraditional Approach on Lock Industry for Optimization of Cutting Layout",2017,"Asian Journal of Research in Social …","indianjournals.com","https://www.indianjournals.com/ijor.aspx?target=ijor:ajrssh&volume=7&issue=1&article=045","",42,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,2,6,"… In mass production industries; the small inefficiencies will have the huge wastage. This is also known as twodimensional Cutting Stock Problem (CSP). The aim is to minimize wastage …","","https://scholar.google.com/scholar?q=related:WDA8qTrQDGoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"N Khamis, H Fors, N Harraz","Optimization of Integrated Lot Sizing and Cutting Stock Problems Considering Three Production Levels",2022,"2022 The 3rd International Conference on …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3524338.3524373?casa_token=ck--VL06yiAAAAAA:2MSwpmu_RmceIQ2on_9BUKX-Kxp2QkD-zqIx3vsOpz4o2b9TXThLK_SrCVLvaKhle2pHU-UHSCuHeg","",43,"2023-05-11 11:55:16","","10.1145/3524338.3524373","","",,,,,0,0.00,0,3,1,"… cut a set of large objects into smaller items to satisfy the demand. In general, the main objective of CSP is minimizing the overall trim loss to minimize … amount of waste from the CSP was …","https://dl.acm.org/doi/fullHtml/10.1145/3524338.3524373?casa_token=JY78zRfKfOIAAAAA:9TONTxr-w6xzEi1odhhIDXaH-RRqxyPBXB_8SAKK9iqLcmybpOqV5AWFocfRzZEWSzfPikprVjtpoQ","https://scholar.google.com/scholar?q=related:EoHV6El6_CAJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"KB Parmar, HB Prajapati…","Cutting stock problem: A solution based on novel pattern based chromosome representation using modified GA",2015,"… Conference on Circuits …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7159318/","",44,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,8,"… the required material from available stock with minimum wastage … paper for onedimensional CSP based on several parameters such … Minimize waste while meet demand of each length …","https://www.researchgate.net/profile/Harshadkumar-Prajapati/publication/280136090_Cutting_stock_problem_A_solution_based_on_novel_pattern_based_chromosome_representation_using_modified_GA/links/565fd00708aefe619b28ba56/Cutting-stock-problem-A-solution-based-on-novel-pattern-based-chromosome-representation-using-modified-GA.pdf","https://scholar.google.com/scholar?q=related:j7D7rN55QsQJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"KH Salem, E Silva, JF Oliveira, MA Carravilla","Mathematical models for the two-dimensional variable-sized cutting stock problem in the home textile industry",2023,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221722006610","",45,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,4,1,"… cut, an additional set of horizontal cuts separating the waste … -dimensional CSP (2D-CSP) consider that the size of the cutting … However, waste minimization and pattern reduction are not …","","https://scholar.google.com/scholar?q=related:wMlYZxZ7g6gJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"J Dejby, J Larsson","Optimizing production line sequence to minimize waste: A paint shop problem",2016,"","diva-portal.org","https://www.diva-portal.org/smash/record.jsf?pid=diva2:895267","",46,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,2,7,"… Companies search for ways to cut costs and increase production without … The Car Sequencing problem (CSP) tries to find the optimal … Volvo GTO in Umeå desires to minimize their paint …","","https://scholar.google.com/scholar?q=related:9t2bjenzREgJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"M Srivastava, S Pati, OP Verma, TK Sharma…","Minimization of Trim Loss During Reel Cutting at Paper Mill by Using Different Optimization Algorithms",2022,"Recent Advances in …","Springer","https://link.springer.com/chapter/10.1007/978-981-19-2188-9_107","",47,"2023-05-11 11:55:16","","10.1007/978-981-19-2188-9_107","","",,,,,0,0.00,0,5,1,"… This work deals with a CSP contains flexible width master reels, smaller width over-… Minimization scrap method was applied in this work in order to obtain minimum waste during the …","","https://scholar.google.com/scholar?q=related:6nW_80fzwpcJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
4,"EM Silva, GM Melega, K Akartunalı…","Formulations and theoretical analysis of the one-dimensional multi-period cutting stock problem with setup cost",2023,"European Journal of …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0377221722003344","https://scholar.google.com/scholar?cites=926113152167836211&as_sdt=2005&sciodt=2007&hl=en",48,"2023-05-11 11:55:16","","","","",,,,,4,4.00,1,4,1,"… The problem of minimizing the number of different cutting … cutting stock problem with setups on cutting patterns (CSPs), … period cutting stock problem with setups on cutting patterns and, …","http://personal.strath.ac.uk/kerem.akartunali/research/CSLSwithSetups_EJOR_2022.pdf","https://scholar.google.com/scholar?q=related:M_rHUAE32gwJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
4,"C Zheng","Multi-Objective Optimization for Reinforcement Detailing Design and Work Planning on a Reinforced Concrete Slab Case",2018,"","era.library.ualberta.ca","https://era.library.ualberta.ca/items/e7bdd934-fd16-46b5-9e4b-62c960664a8d","https://scholar.google.com/scholar?cites=18370991942000412899&as_sdt=2005&sciodt=2007&hl=en",49,"2023-05-11 11:55:16","","","","",,,,,4,0.80,4,1,5,"… to cut rebar usage in an attempt to minimize cutting losses. … In the following section, the CSP problem will be redefined … by considering minimizing material waste and minimizing total …","https://era.library.ualberta.ca/items/e7bdd934-fd16-46b5-9e4b-62c960664a8d/download/2de8ccf5-7143-4add-856f-a17650011a00","https://scholar.google.com/scholar?q=related:44h_atbf8v4J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"A Tandabani, K Priyan, S Janakiraman…","A comparative study of meta heuristic approach for cutting stock problem",2016,"2016 International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7889930/?casa_token=EQGmJK2fpfYAAAAA:Rhj28QOqiqnOrJF6vdaYDHiShmEbHjyzWpagDgpiTNRLQ-D_fdsGokxl_v42XHp7mJFHoQ54Pjpw3A","",50,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,4,7,"… Later cutting stock problem comes under meta heuristic algorithms to solve for minimization purpose. The main objective of CSP is to minimize wastage, minimize the stock usage and …","https://ieeexplore.ieee.org/iel7/7879537/7889804/07889930.pdf?casa_token=aPpbcdiH4I0AAAAA:AnV6SY4eUBJW9WXm_9cxLLdl_iTE-FfS-49VPV8_XXbcFPHIRTc41IY4kIaBje7LX7Oe9rr9b2yxIw","https://scholar.google.com/scholar?q=related:bfmK9OdgpN0J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"S Octarina, PBJ Bangun, SNK Dewi","MINIMISASI TRIM LOSS KERTAS GULUNGAN PADA CUTTING STOCK PROBLEM (CSP) SATU DIMENSI (similarity)",2015,"","repository.unsri.ac.id","https://repository.unsri.ac.id/74569/","",51,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,8,"… Cutting Stock Problem (CSP) is an optimization problem in cutting raw material using one side cutting… In this research, CSP aims to minimize the cutting waste of reel paper which called …","",""
6,"BSC Campello, C Ghidini, AOC Ayres, WA Oliveira","A residual recombination heuristic for one-dimensional cutting stock problems",2022,"Top","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11750-021-00611-3&casa_token=scB8s3uf41gAAAAA:Q91NtOs6GmgU33-mjQWdU383_M2-TaPCe8WvG0_O_OmlX3cXhn3jGV8770rKKumzuMv7feIYUYzFnOnQXA","https://scholar.google.com/scholar?cites=17509483395229966551&as_sdt=2005&sciodt=2007&hl=en",52,"2023-05-11 11:55:16","HTML","10.1007/s11750-021-00611-3","","",,,,,6,6.00,2,4,1,"… CSP aims at choosing the best combination of cutting patterns that minimizes the total waste … We present the RRH for the 1D-CSP model as a pre-requisite to understand the RRH for the …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s11750-021-00611-3&casa_token=scB8s3uf41gAAAAA:Q91NtOs6GmgU33-mjQWdU383_M2-TaPCe8WvG0_O_OmlX3cXhn3jGV8770rKKumzuMv7feIYUYzFnOnQXA","https://scholar.google.com/scholar?q=related:12BI9WAu_vIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"LA Usevicius, J Doucette, Y Ma","Smart and Cooperative Visualization Framework for a Window Company Production",2018,"… 2018, Hangzhou, China, October 21–24 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-00560-3_28","",53,"2023-05-11 11:55:16","","10.1007/978-3-030-00560-3_28","","",,,,,0,0.00,0,3,5,"… ) minimize the PVC material consumption by modeling the CSP (Cutting Stock Problem), (ii) minimize … The formulation goal is to minimize trim waste of the 20 feet length PVC profile cuts …","","https://scholar.google.com/scholar?q=related:5hCsAxkS6CEJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
20,"A Toscano, S Rangel, HH Yanasse","A heuristic approach to minimize the number of saw cycles in small-scale furniture factories",2017,"Annals of Operations Research","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-015-1955-9&casa_token=YlpbM16QJrkAAAAA:NjZDqfeCX5DDDwF4hx3rDMo_qeA-s6UmcLkouCjrCxpwhVBmoMvaa164IZd4pDL9W4ZcbWDQVoTJZ7HFxQ","https://scholar.google.com/scholar?cites=714167070516275302&as_sdt=2005&sciodt=2007&hl=en",54,"2023-05-11 11:55:16","HTML","10.1007/s10479-015-1955-9","","",,,,,20,3.33,7,3,6,"… minimization of the total waste or the total number objects cut is the most common criterion used when solving the CSP… solutions for the CSP with saw-cycle minimization in the context of …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-015-1955-9&casa_token=YlpbM16QJrkAAAAA:NjZDqfeCX5DDDwF4hx3rDMo_qeA-s6UmcLkouCjrCxpwhVBmoMvaa164IZd4pDL9W4ZcbWDQVoTJZ7HFxQ","https://scholar.google.com/scholar?q=related:ZmhntCo76QkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"LM Pierini, KC Poldi","A BI-OBJECTIVE MULTIPERIOD ONE-DIMENSIONAL CUTTING STOCK PROBLEM",2022,"Pesquisa Operacional","SciELO Brasil","https://www.scielo.br/j/pope/a/8CBYGFQRJ3bYhJf7wgz3wSh/?format=html&lang=en","",55,"2023-05-11 11:55:16","HTML","","","",,,,,0,0.00,0,2,1,"… The CSP aims to determine how larger objects must be cut … , such as minimizing material waste, the number of cut objects … one-dimensional CSP that aims to minimize the number of cut …","https://www.scielo.br/j/pope/a/8CBYGFQRJ3bYhJf7wgz3wSh/?format=html&lang=en","https://scholar.google.com/scholar?q=related:_JkjRMh3ejwJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
2,"IC Mustakerov, DI Borissova","Combinatorial optimization modeling approach for one-dimensional cutting stock problems",2015,"Int. J. Syst. Appl. Eng. Dev","researchgate.net","https://www.researchgate.net/profile/Daniela-Borissova/publication/274704630_Combinatorial_optimization_modeling_approach_for_one-dimensional_cutting_stock_problems/links/552651ab0cf24b822b407d17/Combinatorial-optimization-modeling-approach-for-one-dimensional-cutting-stock-problems.pdf","https://scholar.google.com/scholar?cites=5385528714663112765&as_sdt=2005&sciodt=2007&hl=en",56,"2023-05-11 11:55:16","PDF","","","",,,,,2,0.25,1,2,8,"… The classical 1D-CSP addresses the problem of cutting stock materials of length in order to … the optimal cutting patterns that minimize the waste. The proposed approach to 1D-CSP will …","https://www.researchgate.net/profile/Daniela-Borissova/publication/274704630_Combinatorial_optimization_modeling_approach_for_one-dimensional_cutting_stock_problems/links/552651ab0cf24b822b407d17/Combinatorial-optimization-modeling-approach-for-one-dimensional-cutting-stock-problems.pdf","https://scholar.google.com/scholar?q=related:PTApDdU9vUoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
13,"DN do Nascimento, SA de Araujo, AC Cherri","Integrated lot-sizing and one-dimensional cutting stock problem with usable leftovers",2020,"Annals of Operations …","Springer","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-020-03772-9&casa_token=Fp13cYOi_qsAAAAA:96fHtB45dpe12MjS2GXNH-5k9xOlav0Vshrv2ICP4bFaZ6i-RzzdvRSnZOR5ZrZL_-UknOHvMKE2Vc-vrA","https://scholar.google.com/scholar?cites=9369367744065713866&as_sdt=2005&sciodt=2007&hl=en",57,"2023-05-11 11:55:16","HTML","10.1007/s10479-020-03772-9","","",,,,,13,4.33,4,3,3,"… The Cutting Stock Problem (CSP) consists of cutting large objects available in … as minimizing the total waste or minimizing the cost of the cut objects. There are many studies of the CSP …","https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10479-020-03772-9&casa_token=Fp13cYOi_qsAAAAA:96fHtB45dpe12MjS2GXNH-5k9xOlav0Vshrv2ICP4bFaZ6i-RzzdvRSnZOR5ZrZL_-UknOHvMKE2Vc-vrA","https://scholar.google.com/scholar?q=related:yjYKe1KuBoIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"G Evtimov, S Fidanova","2D Optimal Cutting Problem",2018,"… Computing in Industrial Mathematics: 11th Annual …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-65530-7_4","",58,"2023-05-11 11:55:16","","10.1007/978-3-319-65530-7_4","","",,,,,0,0.00,0,2,5,"… cutting out with less possible waste is very important element from the working process. The aim is to cut 2D items from rectangular stock, minimizing the waste… for solving CSP. In Sect. 4 …","","https://scholar.google.com/scholar?q=related:t35apUUcKwkJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
18,"GA Ogunranti, AE Oluleye","Minimizing waste (off-cuts) using cutting stock model: The case of one dimensional cutting stock problem in wood working industry",2016,"Journal of Industrial Engineering and …","jiem.org","http://jiem.org/index.php/jiem/article/view/1653","https://scholar.google.com/scholar?cites=5643316085834791697&as_sdt=2005&sciodt=2007&hl=en",59,"2023-05-11 11:55:16","","","","",,,,,18,2.57,9,2,7,"… A cutting stock problem (CSP) basically consists of cutting large pieces … The cutting is planned to minimize waste of the stock … may be to minimize trim loss, the number of cutting lines or …","https://jiem.org/index.php/jiem/article/viewFile/1653/781","https://scholar.google.com/scholar?q=related:ETtumxQWUU4J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
1,"J Mendes, P Fernandes…","An information system for the cutting stock problem with optimization of retail materials in stock",2015,"2015 10th Iberian …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/7170475/?casa_token=c3R_fCBVTpsAAAAA:uQWKWwVDzQHKd8KVwBJFTXPg4UwnHmPUCRCQ87wFYGYNuWOjrrbdZwwwZKYOzcwlMIZu_Krrv_9FXw","https://scholar.google.com/scholar?cites=2487747135214445737&as_sdt=2005&sciodt=2007&hl=en",60,"2023-05-11 11:55:16","","","","",,,,,1,0.13,0,3,8,"… cutting plans that facilitate the cutting process itself, while targeting the minimization of the waste … , in the literature, as the Cutting Stock Problem (CSP), and assumes two basic groups of …","https://ieeexplore.ieee.org/iel7/7152443/7170350/07170475.pdf?casa_token=I5D5S5fFXgcAAAAA:zTiXPOTKJtMyoHxm72STPaeFncjrvSwq4exArnknumOZKoPXohYq9xwvBkEPSvqIqMtV-QsFYZWvQA","https://scholar.google.com/scholar?q=related:qeRzvdZAhiIJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
0,"S Octarina, PBJ Bangun, SNK Dewi","MINIMISASI TRIM LOSS KERTAS GULUNGAN PADA CUTTING STOCK PROBLEM (CSP) SATU DIMENSI",,"repository.unsri.ac.id","","https://repository.unsri.ac.id/74565/","",61,"2023-05-11 11:55:16","","","","",,,,,0,0.00,0,3,,"… Cutting Stock Problem (CSP) is an optimization problem in cutting raw material using one side cutting… In this research, CSP aims to minimize the cutting waste of reel paper which called …","https://repository.unsri.ac.id/74565/1/ARS%202015%20GABUNG.pdf","https://scholar.google.com/scholar?q=related:-JTJz9feLSMJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
3,"TY Yu, JC Yang, YL Lai, CC Chen, HY Chang","Applying an enhanced heuristic algorithm to a constrained two-dimensional cutting stock problem",2015,"Appl. Math","naturalspublishing.com","https://www.naturalspublishing.com/download.asp?ArtcID=7586","https://scholar.google.com/scholar?cites=11484250723092639430&as_sdt=2005&sciodt=2007&hl=en",62,"2023-05-11 11:55:16","PDF","","","",,,,,3,0.38,1,5,8,"… As this study focuses on a 2D CSP with constrained and guillotine cutting, the most common mathematic model is to minimize the waste area. Parada et al [18] presented a model for a …","https://www.naturalspublishing.com/download.asp?ArtcID=7586","https://scholar.google.com/scholar?q=related:xq51vS9BYJ8J:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
9,"M Arana-Jiménez, LLS Neto","Sufficient condition for partial efficiency in a bicriteria nonlinear cutting stock problem",2017,"RAIRO-Operations Research","rairo-ro.org","https://www.rairo-ro.org/articles/ro/abs/2017/03/ro151224/ro151224.html","https://scholar.google.com/scholar?cites=1951265291074592817&as_sdt=2005&sciodt=2007&hl=en",63,"2023-05-11 11:55:16","","","","",,,,,9,1.50,5,2,6,"… Cutting Stock Problem (CSP) is characterized by cutting stock … In each cutting pattern we have the following waste: trim loss … At the same time, it is important to minimize the amount of the …","","https://scholar.google.com/scholar?q=related:MeAMqXFJFBsJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
14,"A Bouaine, M Lebbar, MA Ha","Minimization of the wood wastes for an industry of furnishing: a two dimensional cutting stock problem",2018,"Management and Production …","journals.pan.pl","https://journals.pan.pl/dlibra/show-content?id=103991","https://scholar.google.com/scholar?cites=769806448173058876&as_sdt=2005&sciodt=2007&hl=en",64,"2023-05-11 11:55:16","","","","",,,,,14,2.80,5,3,5,"… wastes are optimized and the production cost is minimized. … models, the two dimensional CSP is solved, especially by … a decision support tool to minimize wood wastes. Finally, this …","https://journals.pan.pl/Content/103991/PDF/5-Bouaine.pdf","https://scholar.google.com/scholar?q=related:PAsp0eLmrgoJ:scholar.google.com/&scioq=csp+minimize+cutting+waste&hl=en&as_sdt=2007&as_ylo=2015&as_yhi=2023"
